Time (Sec);S22;S11;S17;S15;S4;S13;S7;S1;S5;S12;S14;S3;S10;S6;S8;S9;S2;S16;
0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;
0.10333333333333332;100.0;99.85787759999997;99.85787759999997;99.85787759999997;99.85787759999997;99.85787759999997;99.85787759999997;99.85787759999997;99.85787759999997;99.85787759999997;99.85787759999997;99.85787759999997;99.85787759999997;99.85787759999997;99.85787759999997;99.85787759999997;99.85787759999997;99.85787759999997;
0.2033333333333334;100.0;99.85687759999993;99.85687759999993;99.85687759999993;99.85687759999993;99.85687759999993;99.85687759999993;99.85687759999993;99.85687759999993;99.85687759999993;99.85687759999993;99.85687759999993;99.85687759999993;99.85687759999993;99.85687759999993;99.85687759999993;99.85687759999993;99.85687759999993;
0.30333333333333345;100.0;99.8558775999999;99.8558775999999;99.8558775999999;99.8558775999999;99.8558775999999;99.8558775999999;99.8558775999999;99.8558775999999;99.8558775999999;99.8558775999999;99.8558775999999;99.8558775999999;99.8558775999999;99.8558775999999;99.8558775999999;99.8558775999999;99.8558775999999;
0.40333333333333354;100.0;99.85487759999987;99.85487759999987;99.85487759999987;99.85487759999987;99.85487759999987;99.85487759999987;99.85487759999987;99.85487759999987;99.85487759999987;99.85487759999987;99.85487759999987;99.85487759999987;99.85487759999987;99.85487759999987;99.85487759999987;99.85487759999987;99.85487759999987;
0.5033333333333336;100.0;99.85387759999983;99.85387759999983;99.85387759999983;99.85387759999983;99.85387759999983;99.85387759999983;99.85387759999983;99.85387759999983;99.85387759999983;99.85387759999983;99.85387759999983;99.85387759999983;99.85387759999983;99.85387759999983;99.85387759999983;99.85387759999983;99.85387759999983;
0.6033333333333337;100.0;99.8528775999998;99.8528775999998;99.8528775999998;99.8528775999998;99.8528775999998;99.8528775999998;99.8528775999998;99.8528775999998;99.8528775999998;99.8528775999998;99.8528775999998;99.8528775999998;99.8528775999998;99.8528775999998;99.8528775999998;99.8528775999998;99.8528775999998;
0.7033333333333338;100.0;99.85187759999977;99.85187759999977;99.85187759999977;99.85187759999977;99.85187759999977;99.85187759999977;99.85187759999977;99.85187759999977;99.85187759999977;99.85187759999977;99.85187759999977;99.85187759999977;99.85187759999977;99.85187759999977;99.85187759999977;99.85187759999977;99.85187759999977;
0.8033333333333339;100.0;99.85087759999973;99.85087759999973;99.85087759999973;99.85087759999973;99.85087759999973;99.85087759999973;99.85087759999973;99.85087759999973;99.85087759999973;99.85087759999973;99.85087759999973;99.85087759999973;99.85087759999973;99.85087759999973;99.85087759999973;99.85087759999973;99.85087759999973;
0.903333333333334;100.0;99.8498775999997;99.8498775999997;99.8498775999997;99.8498775999997;99.8498775999997;99.8498775999997;99.8498775999997;99.8498775999997;99.8498775999997;99.8498775999997;99.8498775999997;99.8498775999997;99.8498775999997;99.8498775999997;99.8498775999997;99.8498775999997;99.8498775999997;
