Time (Sec);S18;S1;S10;S11;S12;S13;S14;S15;S16;S17;S2;S3;S4;S5;S6;S7;S8;S9;
0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;
0.10333333333333333;100.0;99.79670879999996;99.79670879999996;99.79670879999996;99.79670879999996;99.79670879999996;99.79670879999996;99.79670879999996;99.79670879999996;99.79670879999996;99.79670879999996;99.79670879999996;99.79670879999996;99.79670879999996;99.79670879999996;99.79670879999996;99.79670879999996;99.79670879999996;
0.20333333333333342;100.0;98.93788159999983;98.93788159999983;98.7398983999998;98.7398983999998;98.7398983999998;98.80589279999981;98.7398983999998;99.06987039999984;99.00387599999983;98.93788159999983;98.93788159999983;98.93788159999983;98.80589279999981;98.7398983999998;98.87188719999982;98.7398983999998;98.7398983999998;
0.3033333333333335;100.0;98.9368815999998;98.9368815999998;98.73889839999977;98.73889839999977;98.73889839999977;98.80489279999978;98.73889839999977;99.06887039999981;99.0028759999998;98.9368815999998;98.9368815999998;98.9368815999998;98.80489279999978;98.73889839999977;98.87088719999979;98.73889839999977;98.73889839999977;
0.4033333333333336;100.0;98.93588159999976;98.93588159999976;98.73789839999974;98.73789839999974;98.73789839999974;98.80389279999974;98.73789839999974;99.06787039999978;99.00187599999977;98.93588159999976;98.93588159999976;98.93588159999976;98.80389279999974;98.73789839999974;98.86988719999975;98.73789839999974;98.73789839999974;
0.5033333333333337;100.0;98.93488159999973;98.93488159999973;98.7368983999997;98.7368983999997;98.7368983999997;98.80289279999971;98.7368983999997;99.06687039999974;99.00087599999974;98.93488159999973;98.93488159999973;98.93488159999973;98.80289279999971;98.7368983999997;98.86888719999972;98.7368983999997;98.7368983999997;
0.6033333333333338;100.0;98.9338815999997;98.9338815999997;98.73589839999967;98.73589839999967;98.73589839999967;98.80189279999968;98.73589839999967;99.06587039999971;98.9998759999997;98.9338815999997;98.9338815999997;98.9338815999997;98.80189279999968;98.73589839999967;98.86788719999969;98.73589839999967;98.73589839999967;
0.7033333333333339;100.0;98.93288159999966;98.93288159999966;98.73489839999964;98.73489839999964;98.73489839999964;98.80089279999964;98.73489839999964;99.06487039999968;98.99887599999967;98.93288159999966;98.93288159999966;98.93288159999966;98.80089279999964;98.73489839999964;98.86688719999965;98.73489839999964;98.73489839999964;
0.803333333333334;100.0;98.93188159999963;98.93188159999963;98.7338983999996;98.7338983999996;98.7338983999996;98.79989279999961;98.7338983999996;99.06387039999964;98.99787599999964;98.93188159999963;98.93188159999963;98.93188159999963;98.79989279999961;98.7338983999996;98.86588719999962;98.7338983999996;98.7338983999996;
0.9033333333333341;100.0;98.9308815999996;98.9308815999996;98.73289839999957;98.73289839999957;98.73289839999957;98.79889279999958;98.73289839999957;99.06287039999961;98.9968759999996;98.9308815999996;98.9308815999996;98.9308815999996;98.79889279999958;98.73289839999957;98.86488719999959;98.73289839999957;98.73289839999957;
1.0;100.0;98.92988159999956;98.92988159999956;98.73189839999954;98.73189839999954;98.73189839999954;98.79789279999954;98.73189839999954;99.06187039999958;98.99587599999957;98.92988159999956;98.92988159999956;98.92988159999956;98.79789279999954;98.73189839999954;98.86388719999955;98.73189839999954;98.73189839999954;
