Time (Sec);S1;S8;S3;S4;S15;S16;S12;S11;S18;S9;S5;S2;S13;S10;S17;S6;S14;S7;
0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;
0.1045973333333333;100.0;99.98217359999995;99.98616319999996;99.98570559999996;99.98500319999997;99.98147119999996;99.98523199999997;99.98500319999997;99.98546079999997;99.98593439999996;99.98946639999997;99.98217359999995;99.98169999999996;99.97839679999996;99.97826799999996;99.98240239999996;99.97803919999996;99.98240239999996;
0.20459733333333338;100.0;99.98117359999992;99.98516319999993;99.98470559999993;99.98400319999993;99.98047119999993;99.98423199999993;99.98400319999993;99.98446079999994;99.98493439999993;99.98846639999994;99.98117359999992;99.98069999999993;99.97739679999992;99.97726799999992;99.98140239999992;99.97703919999992;99.98140239999992;
0.30459733333333316;100.0;99.98017359999989;99.9841631999999;99.9837055999999;99.9830031999999;99.97947119999989;99.9832319999999;99.9830031999999;99.9834607999999;99.9839343999999;99.9874663999999;99.98017359999989;99.9796999999999;99.97639679999989;99.97626799999989;99.98040239999989;99.97603919999989;99.98040239999989;
0.40459733333333264;100.0;99.97917359999985;99.98316319999986;99.98270559999986;99.98200319999987;99.97847119999986;99.98223199999987;99.98200319999987;99.98246079999987;99.98293439999986;99.98646639999987;99.97917359999985;99.97869999999986;99.97539679999986;99.97526799999986;99.97940239999986;99.97503919999986;99.97940239999986;
0.5045973333333322;100.0;99.97817359999982;99.98216319999983;99.98170559999983;99.98100319999983;99.97747119999983;99.98123199999984;99.98100319999983;99.98146079999984;99.98193439999983;99.98546639999984;99.97817359999982;99.97769999999983;99.97439679999982;99.97426799999982;99.97840239999982;99.97403919999982;99.97840239999982;
0.6045973333333333;100.0;99.97717359999979;99.9811631999998;99.9807055999998;99.9800031999998;99.97647119999979;99.9802319999998;99.9800031999998;99.9804607999998;99.9809343999998;99.9844663999998;99.97717359999979;99.9766999999998;99.97339679999979;99.97326799999979;99.97740239999979;99.97303919999979;99.97740239999979;
0.7045973333333345;100.0;99.97617359999975;99.98016319999977;99.97970559999976;99.97900319999977;99.97547119999976;99.97923199999977;99.97900319999977;99.97946079999977;99.97993439999976;99.98346639999977;99.97617359999975;99.97569999999976;99.97239679999976;99.97226799999976;99.97640239999976;99.97203919999976;99.97640239999976;
0.8045973333333357;100.0;99.97517359999972;99.97916319999973;99.97870559999973;99.97800319999973;99.97447119999973;99.97823199999974;99.97800319999973;99.97846079999974;99.97893439999973;99.98246639999974;99.97517359999972;99.97469999999973;99.97139679999972;99.97126799999972;99.97540239999972;99.97103919999972;99.97540239999972;
0.9045973333333368;100.0;99.97417359999969;99.9781631999997;99.9777055999997;99.9770031999997;99.9734711999997;99.9772319999997;99.9770031999997;99.9774607999997;99.9779343999997;99.9814663999997;99.97417359999969;99.9736999999997;99.97039679999969;99.97026799999969;99.97440239999969;99.97003919999969;99.97440239999969;
1.0000000000000004;100.0;99.97317359999965;99.97716319999967;99.97670559999966;99.97600319999967;99.97247119999966;99.97623199999967;99.97600319999967;99.97646079999967;99.97693439999966;99.98046639999967;99.97327359999966;99.97269999999966;99.96949679999966;99.96926799999966;99.97340239999966;99.96903919999966;99.97340239999966;
1.10002266666667;100.0;99.47808399999963;99.72515519999959;99.10744159999949;99.53895679999964;99.72993519999957;99.71948799999967;99.45258799999968;99.97546079999964;99.72492639999959;99.73793039999958;99.72600159999965;99.7112199999996;99.71275279999966;99.71252399999966;99.97240239999962;99.72650319999957;99.72139439999958;
1.200022666666671;100.0;98.54931359999956;99.47314719999952;97.62092159999922;98.75456319999957;99.48739919999949;99.46274399999967;98.7651991999997;99.9744607999996;99.47291839999951;99.4953943999995;99.47872959999964;99.44973999999954;99.45600879999967;99.45577999999966;99.97140239999959;99.48396719999948;99.46938639999951;
1.3000226666666725;100.0;97.68249759999951;99.22113919999944;96.13440159999895;97.9574527999995;99.2448631999994;99.20599999999968;97.94943839999972;99.97346079999957;99.22091039999944;99.25285839999941;99.23145759999963;99.18825999999947;99.19926479999967;99.19903599999967;99.97040239999956;99.2414311999994;99.21737839999943;
1.400022666666675;100.0;96.81568159999945;98.96913119999937;94.64788159999868;97.16034239999944;99.00232719999931;98.94925599999968;97.18502639999974;99.97246079999954;98.96890239999937;99.01032239999932;98.98418559999962;98.92677999999941;98.94252079999967;98.94229199999967;99.96940239999952;98.99889519999931;98.96537039999936;
1.5000226666666778;100.0;96.0108199999994;98.71712319999929;93.16136159999841;96.47888719999938;98.75979119999923;98.69251199999968;96.44628879999976;99.9714607999995;98.71689439999929;98.76778639999924;98.73691359999961;98.66529999999935;98.68577679999967;98.68554799999967;99.96840239999949;98.75635919999922;98.71336239999928;
1.600022666666681;100.0;95.14400399999934;98.46511519999922;91.67484159999815;95.73312559999931;98.51725519999914;98.43576799999968;95.65620239999978;99.97046079999947;98.46488639999922;98.52525039999915;98.4896415999996;98.40381999999929;98.42903279999967;98.42880399999967;99.96740239999946;98.51382319999914;98.46135439999921;
1.7000226666666844;100.0;94.21523359999928;98.21310719999914;90.18832159999788;94.92305759999924;98.27471919999905;98.17902399999969;94.9174647999998;99.96946079999944;98.21287839999914;98.28271439999907;98.24236959999959;98.14233999999922;98.17228879999968;98.17205999999968;99.96640239999942;98.27128719999905;98.20934639999913;
1.8000226666666879;100.0;93.41037199999923;97.96109919999907;88.70180159999761;94.19025359999918;98.03218319999897;97.92227999999969;94.12737839999983;99.9684607999994;97.96087039999907;98.04017839999898;97.99509759999958;97.88085999999916;97.91554479999968;97.91531599999968;99.96540239999939;98.02875119999896;97.95733839999906;
1.9000226666666902;100.0;92.54355599999917;97.709091199999;87.21528159999734;93.44449199999912;97.78964719999888;97.66553599999969;93.36296639999985;99.96746079999937;97.70886239999899;97.79764239999889;97.74782559999957;97.6193799999991;97.65880079999968;97.65857199999968;99.96440239999936;97.78621519999888;97.70533039999899;
2.0000000000000235;100.0;91.67673999999911;97.45708319999892;85.72876159999707;92.69883039999905;97.5471111999988;97.40879199999969;92.59855439999987;99.96646079999934;97.45685439999892;97.5551063999988;97.50055359999956;97.35789999999903;97.40205679999968;97.40182799999968;99.96340239999932;97.54367919999879;97.45332239999891;
2.100022666666683;100.0;90.80992399999906;97.20507519999884;84.2422415999968;91.95296879999898;97.30457519999871;97.1520479999997;91.83414239999989;99.9654607999993;97.20484639999884;97.31257039999872;97.25328159999955;97.09641999999897;97.14531279999969;97.14508399999968;99.96240239999929;97.3011431999987;97.20131439999884;
2.2000226666666722;100.0;89.943107999999;96.95306719999877;82.75572159999653;91.15585839999892;97.06203919999862;96.8953039999997;91.06973039999991;99.96446079999927;96.95283839999877;97.07003439999863;97.00600959999954;96.83493999999891;96.88856879999969;96.88833999999969;99.96140239999926;97.05860719999862;96.94930639999876;
2.3000226666666608;100.0;89.01433759999894;96.7010591999987;81.26920159999626;90.32011599999885;96.81950319999854;96.6385599999997;90.30531839999993;99.96346079999924;96.7008303999987;96.82749839999855;96.75873759999953;96.57345999999885;96.63182479999969;96.63159599999969;99.96040239999923;96.81607119999853;96.69729839999869;
